FIPStxt,State,Area_Name,POVALL_2016
45035,SC,Dorchester County,"14,329"
45037,SC,Edgefield County,"4,180"
45039,SC,Fairfield County,"4,715"
45041,SC,Florence County,"24,811"
45043,SC,Georgetown County,"9,222"
45045,SC,Greenville County,"53,113"
45047,SC,Greenwood County,"14,687"
45049,SC,Hampton County,"4,104"
45051,SC,Horry County,"47,767"
45053,SC,Jasper County,"5,570"
45055,SC,Kershaw County,"9,941"
45057,SC,Lancaster County,"11,381"
45059,SC,Laurens County,"11,753"
45061,SC,Lee County,"4,443"
45063,SC,Lexington County,"33,254"
45065,SC,McCormick County,"1,538"
45067,SC,Marion County,"7,915"
45069,SC,Marlboro County,"6,743"
45071,SC,Newberry County,"6,967"
45073,SC,Oconee County,"11,021"
45075,SC,Orangeburg County,"19,239"
45077,SC,Pickens County,"17,297"
45079,SC,Richland County,"61,910"
45081,SC,Saluda County,"3,329"
45083,SC,Spartanburg County,"45,637"
45085,SC,Sumter County,"21,320"
45087,SC,Union County,"5,756"
45089,SC,Williamsburg County,"9,141"
45091,SC,York County,"27,264"
46000,SD,South Dakota,"107,953"
46003,SD,Aurora County,275
46005,SD,Beadle County,"2,484"
46007,SD,Bennett County,"1,159"
46009,SD,Bon Homme County,811
46011,SD,Brookings County,"4,307"
46013,SD,Brown County,"4,025"
46015,SD,Brule County,652
46017,SD,Buffalo County,804
46019,SD,Butte County,"1,399"
46021,SD,Campbell County,131
46023,SD,Charles Mix County,"1,951"
46025,SD,Clark County,398
46027,SD,Clay County,"2,393"
46029,SD,Codington County,"3,264"
46031,SD,Corson County,"1,614"
46033,SD,Custer County,882
46035,SD,Davison County,"2,069"
46037,SD,Day County,759
46039,SD,Deuel County,411
46041,SD,Dewey County,"1,571"
46043,SD,Douglas County,309
46045,SD,Edmunds County,377
46047,SD,Fall River County,862
46049,SD,Faulk County,298
46051,SD,Grant County,705
46053,SD,Gregory County,655
46055,SD,Haakon County,209
46057,SD,Hamlin County,557
46059,SD,Hand County,295
46061,SD,Hanson County,282
46063,SD,Harding County,143
46065,SD,Hughes County,"1,430"
46067,SD,Hutchinson County,872
46069,SD,Hyde County,122
46071,SD,Jackson County,"1,011"
46073,SD,Jerauld County,240
46075,SD,Jones County,120
46077,SD,Kingsbury County,457
46079,SD,Lake County,"1,049"
46081,SD,Lawrence County,"2,907"
46083,SD,Lincoln County,"2,007"
46085,SD,Lyman County,860
46087,SD,McCook County,545
46089,SD,McPherson County,340
46091,SD,Marshall County,508
46093,SD,Meade County,"2,666"
46095,SD,Mellette County,676
46097,SD,Miner County,272
46099,SD,Minnehaha County,"18,046"
46101,SD,Moody County,676
46102,SD,Oglala Lakota County,"5,854"
46103,SD,Pennington County,"15,515"
46105,SD,Perkins County,374
46107,SD,Potter County,219
46109,SD,Roberts County,"1,801"
46111,SD,Sanborn County,268
46115,SD,Spink County,676
46117,SD,Stanley County,237
46119,SD,Sully County,102
46121,SD,Todd County,"4,928"
46123,SD,Tripp County,928
46125,SD,Turner County,752
46127,SD,Union County,981
46129,SD,Walworth County,810
46135,SD,Yankton County,"2,428"
46137,SD,Ziebach County,"1,223"
47000,TN,Tennessee,"1,023,825"
47001,TN,Anderson County,"10,753"
47003,TN,Bedford County,"6,885"
47005,TN,Benton County,"2,831"
47007,TN,Bledsoe County,"2,889"
47009,TN,Blount County,"14,401"
47011,TN,Bradley County,"14,448"
47013,TN,Campbell County,"9,398"
47015,TN,Cannon County,"2,149"
47017,TN,Carroll County,"4,894"
47019,TN,Carter County,"11,903"
47021,TN,Cheatham County,"4,375"
47023,TN,Chester County,"2,573"
47025,TN,Claiborne County,"7,735"
47027,TN,Clay County,"1,681"
47029,TN,Cocke County,"8,448"
47031,TN,Coffee County,"7,705"
47033,TN,Crockett County,"2,491"
47035,TN,Cumberland County,"8,841"
47037,TN,Davidson County,"99,415"
47039,TN,Decatur County,"2,164"
47041,TN,DeKalb County,"3,760"
47043,TN,Dickson County,"6,973"
47045,TN,Dyer County,"7,402"
47047,TN,Fayette County,"5,655"
47049,TN,Fentress County,"3,812"
47051,TN,Franklin County,"6,143"
47053,TN,Gibson County,"8,157"
47055,TN,Giles County,"4,751"
47057,TN,Grainger County,"4,563"
47059,TN,Greene County,"11,398"
47061,TN,Grundy County,"2,969"
47063,TN,Hamblen County,"11,601"
47065,TN,Hamilton County,"47,050"
47067,TN,Hancock County,"1,983"
47069,TN,Hardeman County,"5,443"
47071,TN,Hardin County,"5,438"
47073,TN,Hawkins County,"10,717"
47075,TN,Haywood County,"3,530"
47077,TN,Henderson County,"4,777"
47079,TN,Henry County,"6,187"
47081,TN,Hickman County,"4,754"
47083,TN,Houston County,"1,413"
47085,TN,Humphreys County,"3,318"
47087,TN,Jackson County,"2,479"
47089,TN,Jefferson County,"8,112"
47091,TN,Johnson County,"4,038"
47093,TN,Knox County,"65,480"
47095,TN,Lake County,"2,151"
47097,TN,Lauderdale County,"6,025"
47099,TN,Lawrence County,"7,076"
47101,TN,Lewis County,"2,163"
47103,TN,Lincoln County,"5,546"
47105,TN,Loudon County,"5,414"
47107,TN,McMinn County,"8,740"
47109,TN,McNairy County,"5,623"
47111,TN,Macon County,"4,117"
47113,TN,Madison County,"17,777"
47115,TN,Marion County,"5,157"
47117,TN,Marshall County,"4,148"
47119,TN,Maury County,"10,204"
47121,TN,Meigs County,"2,164"
47123,TN,Monroe County,"8,753"
47125,TN,Montgomery County,"24,640"
47127,TN,Moore County,678
47129,TN,Morgan County,"4,368"
47131,TN,Obion County,"5,604"
47133,TN,Overton County,"4,066"
47135,TN,Perry County,"1,728"
47137,TN,Pickett County,856
47139,TN,Polk County,"2,670"
47141,TN,Putnam County,"14,046"
47143,TN,Rhea County,"5,739"
47145,TN,Roane County,"7,416"
47147,TN,Robertson County,"7,061"
47149,TN,Rutherford County,"31,097"
47151,TN,Scott County,"4,755"
47153,TN,Sequatchie County,"2,598"
47155,TN,Sevier County,"14,386"
47157,TN,Shelby County,"190,199"
47159,TN,Smith County,"2,801"
47161,TN,Stewart County,"2,144"
47163,TN,Sullivan County,"25,304"
47165,TN,Sumner County,"17,288"
47167,TN,Tipton County,"9,698"
47169,TN,Trousdale County,"1,244"
47171,TN,Unicoi County,"3,006"
47173,TN,Union County,"4,204"
47175,TN,Van Buren County,"1,063"
47177,TN,Warren County,"7,736"
47179,TN,Washington County,"18,319"
47181,TN,Wayne County,"3,032"
47183,TN,Weakley County,"6,591"
47185,TN,White County,"4,624"
47187,TN,Williamson County,"11,292"
47189,TN,Wilson County,"10,632"
48000,TX,Texas,"4,261,291"
48001,TX,Anderson County,"9,044"
48003,TX,Andrews County,"2,073"
48005,TX,Angelina County,"16,085"
48007,TX,Aransas County,"4,751"
48009,TX,Archer County,909
48011,TX,Armstrong County,197
48013,TX,Atascosa County,"7,867"
48015,TX,Austin County,"4,213"
48017,TX,Bailey County,"1,165"
48019,TX,Bandera County,"3,138"
48021,TX,Bastrop County,"10,632"
48023,TX,Baylor County,630
48025,TX,Bee County,"6,798"
48027,TX,Bell County,"42,739"
48029,TX,Bexar County,"306,859"
48031,TX,Blanco County,"1,207"
48033,TX,Borden County,67
48035,TX,Bosque County,"2,797"
48037,TX,Bowie County,"16,884"
48039,TX,Brazoria County,"34,053"
48041,TX,Brazos County,"51,022"
48043,TX,Brewster County,"1,365"
48045,TX,Briscoe County,226
48047,TX,Brooks County,"2,299"
48049,TX,Brown County,"6,217"
48051,TX,Burleson County,"2,519"
48053,TX,Burnet County,"5,181"
48055,TX,Caldwell County,"6,552"
48057,TX,Calhoun County,"3,420"
48059,TX,Callahan County,"2,032"
48061,TX,Cameron County,"121,665"
48063,TX,Camp County,"2,456"
48065,TX,Carson County,519
48067,TX,Cass County,"5,206"
48069,TX,Castro County,"1,372"
48071,TX,Chambers County,"3,646"
48073,TX,Cherokee County,"9,463"
48075,TX,Childress County,"1,203"
48077,TX,Clay County,"1,345"
48079,TX,Cochran County,665
48081,TX,Coke County,501
48083,TX,Coleman County,"1,681"
48085,TX,Collin County,"58,619"
48087,TX,Collingsworth County,584
48089,TX,Colorado County,"2,985"
48091,TX,Comal County,"11,496"
48093,TX,Comanche County,"2,271"
48095,TX,Concho County,682
48097,TX,Cooke County,"5,330"
48099,TX,Coryell County,"8,991"
48101,TX,Cottle County,300
48103,TX,Crane County,488
48105,TX,Crockett County,612
48107,TX,Crosby County,"1,425"
48109,TX,Culberson County,516
48111,TX,Dallam County,793
48113,TX,Dallas County,"413,956"
48115,TX,Dawson County,"2,508"
48117,TX,Deaf Smith County,"3,177"
48119,TX,Delta County,953
48121,TX,Denton County,"65,057"
48123,TX,DeWitt County,"3,462"
48125,TX,Dickens County,406
48127,TX,Dimmit County,"2,940"
48129,TX,Donley County,593
48131,TX,Duval County,"2,857"
48133,TX,Eastland County,"3,475"
48135,TX,Ector County,"21,548"
48137,TX,Edwards County,443
48139,TX,Ellis County,"16,121"
48141,TX,El Paso County,"186,707"
48143,TX,Erath County,"7,361"
48145,TX,Falls County,"3,915"
48147,TX,Fannin County,"5,015"
48149,TX,Fayette County,"2,750"
48151,TX,Fisher County,597
48153,TX,Floyd County,"1,339"
48155,TX,Foard County,207
48157,TX,Fort Bend County,"60,925"
48159,TX,Franklin County,"1,659"
48161,TX,Freestone County,"3,435"
48163,TX,Frio County,"4,005"
48165,TX,Gaines County,"2,982"
48167,TX,Galveston County,"41,747"
48169,TX,Garza County,"1,290"
48171,TX,Gillespie County,"2,563"
48173,TX,Glasscock County,114
48175,TX,Goliad County,"1,059"
48177,TX,Gonzales County,"3,519"
48179,TX,Gray County,"4,001"
48181,TX,Grayson County,"16,550"
48183,TX,Gregg County,"20,929"
48185,TX,Grimes County,"4,124"
48187,TX,Guadalupe County,"15,051"
48189,TX,Hale County,"6,809"
48191,TX,Hall County,795
48193,TX,Hamilton County,"1,229"
48195,TX,Hansford County,730
48197,TX,Hardeman County,692
48199,TX,Hardin County,"6,001"
48201,TX,Harris County,"752,261"
48203,TX,Harrison County,"11,328"
48205,TX,Hartley County,452
48207,TX,Haskell County,"1,258"
48209,TX,Hays County,"24,332"
48211,TX,Hemphill County,406
48213,TX,Henderson County,"13,151"
48215,TX,Hidalgo County,"262,028"
48217,TX,Hill County,"5,542"
48219,TX,Hockley County,"3,817"
48221,TX,Hood County,"5,754"
48223,TX,Hopkins County,"5,492"
48225,TX,Houston County,"4,437"
48227,TX,Howard County,"5,478"
48229,TX,Hudspeth County,848
48231,TX,Hunt County,"14,584"
48233,TX,Hutchinson County,"2,783"
48235,TX,Irion County,125
48237,TX,Jack County,"1,315"
48239,TX,Jackson County,"1,966"
48241,TX,Jasper County,"6,652"
48243,TX,Jeff Davis County,274
48245,TX,Jefferson County,"47,920"
48247,TX,Jim Hogg County,"1,431"
48249,TX,Jim Wells County,"9,459"
48251,TX,Johnson County,"18,049"
48253,TX,Jones County,"3,138"
48255,TX,Karnes County,"2,677"
48257,TX,Kaufman County,"13,328"
48259,TX,Kendall County,"3,119"
48261,TX,Kenedy County,65
48263,TX,Kent County,83
48265,TX,Kerr County,"7,348"
48267,TX,Kimble County,848
48269,TX,King County,31
48271,TX,Kinney County,652
48273,TX,Kleberg County,"6,871"
48275,TX,Knox County,781
48277,TX,Lamar County,"9,751"
48279,TX,Lamb County,"2,803"
48281,TX,Lampasas County,"2,793"
48283,TX,La Salle County,"1,561"
48285,TX,Lavaca County,"2,418"
48287,TX,Lee County,"2,105"
48289,TX,Leon County,"3,090"
48291,TX,Liberty County,"12,164"
48293,TX,Limestone County,"4,608"
48295,TX,Lipscomb County,426
48297,TX,Live Oak County,"1,874"
48299,TX,Llano County,"2,701"
48301,TX,Loving County,15
48303,TX,Lubbock County,"55,089"
48305,TX,Lynn County,"1,010"
48307,TX,McCulloch County,"1,479"
48309,TX,McLennan County,"44,099"
48311,TX,McMullen County,95
48313,TX,Madison County,"1,993"
48315,TX,Marion County,"2,250"
48317,TX,Martin County,738
48319,TX,Mason County,543
48321,TX,Matagorda County,"6,392"
48323,TX,Maverick County,"13,759"
48325,TX,Medina County,"6,746"
48327,TX,Menard County,446
48329,TX,Midland County,"15,599"
48331,TX,Milam County,"3,959"
48333,TX,Mills County,750
48335,TX,Mitchell County,"1,473"
48337,TX,Montague County,"3,165"
48339,TX,Montgomery County,"59,836"
48341,TX,Moore County,"2,596"
48343,TX,Morris County,"2,489"
48345,TX,Motley County,210
48347,TX,Nacogdoches County,"15,402"
48349,TX,Navarro County,"8,491"
48351,TX,Newton County,"3,023"
48353,TX,Nolan County,"2,697"
48355,TX,Nueces County,"53,441"
48357,TX,Ochiltree County,"1,170"
48359,TX,Oldham County,261
48361,TX,Orange County,"11,751"
48363,TX,Palo Pinto County,"4,547"
48365,TX,Panola County,"3,598"
48367,TX,Parker County,"11,838"
48369,TX,Parmer County,"1,500"
48371,TX,Pecos County,"2,376"
48373,TX,Polk County,"8,845"
48375,TX,Potter County,"25,040"
48377,TX,Presidio County,"1,677"
48379,TX,Rains County,"1,657"
48381,TX,Randall County,"11,784"
48383,TX,Reagan County,423
48385,TX,Real County,609
48387,TX,Red River County,"2,057"
48389,TX,Reeves County,"2,943"
48391,TX,Refugio County,"1,128"
48393,TX,Roberts County,60
48395,TX,Robertson County,"3,097"
48397,TX,Rockwall County,"4,845"
48399,TX,Runnels County,"1,766"
48401,TX,Rusk County,"7,461"
48403,TX,Sabine County,"1,779"
48405,TX,San Augustine County,"1,933"
48407,TX,San Jacinto County,"4,876"
48409,TX,San Patricio County,"10,570"
48411,TX,San Saba County,"1,062"
48413,TX,Schleicher County,503
48415,TX,Scurry County,"2,377"
48417,TX,Shackelford County,489
48419,TX,Shelby County,"5,345"
48421,TX,Sherman County,397
48423,TX,Smith County,"34,487"
48425,TX,Somervell County,931
48427,TX,Starr County,"25,257"
48429,TX,Stephens County,"1,876"
48431,TX,Sterling County,169
48433,TX,Stonewall County,217
48435,TX,Sutton County,542
48437,TX,Swisher County,"1,511"
48439,TX,Tarrant County,"270,348"
48441,TX,Taylor County,"22,228"
48443,TX,Terrell County,152
48445,TX,Terry County,"2,532"
48447,TX,Throckmorton County,228
48449,TX,Titus County,"4,749"
48451,TX,Tom Green County,"15,144"
48453,TX,Travis County,"143,948"
48455,TX,Trinity County,"2,864"
48457,TX,Tyler County,"3,548"
48459,TX,Upshur County,"6,235"
48461,TX,Upton County,491
48463,TX,Uvalde County,"6,761"
48465,TX,Val Verde County,"9,703"
48467,TX,Van Zandt County,"7,921"
48469,TX,Victoria County,"12,900"
48471,TX,Walker County,"12,123"
48473,TX,Waller County,"7,591"
48475,TX,Ward County,"1,464"
48477,TX,Washington County,"4,641"
48479,TX,Webb County,"85,150"
48481,TX,Wharton County,"7,163"
48483,TX,Wheeler County,736
48485,TX,Wichita County,"20,099"
48487,TX,Wilbarger County,"1,981"
48489,TX,Willacy County,"7,076"
48491,TX,Williamson County,"30,201"
48493,TX,Wilson County,"4,958"
48495,TX,Winkler County,"1,164"
48497,TX,Wise County,"7,591"
48499,TX,Wood County,"5,559"
48501,TX,Yoakum County,"1,025"
48503,TX,Young County,"2,599"
48505,TX,Zapata County,"4,162"
48507,TX,Zavala County,"3,991"
49000,UT,Utah,"307,270"
49001,UT,Beaver County,572
49003,UT,Box Elder County,"5,008"
49005,UT,Cache County,"15,209"
49007,UT,Carbon County,"3,013"
49009,UT,Daggett County,84
49011,UT,Davis County,"21,271"
49013,UT,Duchesne County,"2,765"
49015,UT,Emery County,"1,263"
49017,UT,Garfield County,524
49019,UT,Grand County,"1,202"
49021,UT,Iron County,"9,021"
49023,UT,Juab County,"1,157"
49025,UT,Kane County,745
49027,UT,Millard County,"1,407"
49029,UT,Morgan County,493
49031,UT,Piute County,253
49033,UT,Rich County,215
49035,UT,Salt Lake County,"104,297"
49037,UT,San Juan County,"5,138"
49039,UT,Sanpete County,"4,520"
49041,UT,Sevier County,"2,907"
49043,UT,Summit County,"2,412"
49045,UT,Tooele County,"5,189"
49047,UT,Uintah County,"4,094"
49049,UT,Utah County,"66,112"
49051,UT,Wasatch County,"1,668"
49053,UT,Washington County,"19,795"
49055,UT,Wayne County,400
49057,UT,Weber County,"26,535"
50000,VT,Vermont,"67,825"
50001,VT,Addison County,"3,318"
50003,VT,Bennington County,"4,815"
50005,VT,Caledonia County,"3,929"
50007,VT,Chittenden County,"14,667"
50009,VT,Essex County,966
50011,VT,Franklin County,"5,053"
50013,VT,Grand Isle County,609
50015,VT,Lamoille County,"2,986"
50017,VT,Orange County,"2,986"
50019,VT,Orleans County,"4,029"
50021,VT,Rutland County,"7,591"
50023,VT,Washington County,"6,080"
50025,VT,Windham County,"5,318"
50027,VT,Windsor County,"5,479"
51000,VA,Virginia,"897,244"
51001,VA,Accomack County,"6,493"
51003,VA,Albemarle County,"8,524"
51005,VA,Alleghany County,"2,288"
51007,VA,Amelia County,"1,328"
51009,VA,Amherst County,"4,340"
51011,VA,Appomattox County,"2,130"
51013,VA,Arlington County,"17,151"
51015,VA,Augusta County,"6,590"
51017,VA,Bath County,516
51019,VA,Bedford County,"7,445"
51021,VA,Bland County,800
51023,VA,Botetourt County,"2,560"
51025,VA,Brunswick County,"3,275"
51027,VA,Buchanan County,"5,274"
51029,VA,Buckingham County,"2,613"
51031,VA,Campbell County,"7,220"
51033,VA,Caroline County,"2,937"
51035,VA,Carroll County,"4,775"
51036,VA,Charles City County,877
51037,VA,Charlotte County,"2,488"
51041,VA,Chesterfield County,"23,468"
51043,VA,Clarke County,"1,115"
51045,VA,Craig County,648
51047,VA,Culpeper County,"4,766"
51049,VA,Cumberland County,"1,747"
51051,VA,Dickenson County,"3,684"
51053,VA,Dinwiddie County,"3,565"
51057,VA,Essex County,"1,439"
51059,VA,Fairfax County,"67,736"
51061,VA,Fauquier County,"3,978"
51063,VA,Floyd County,"2,129"
51065,VA,Fluvanna County,"1,867"
51067,VA,Franklin County,"7,192"
51069,VA,Frederick County,"5,677"
51071,VA,Giles County,"2,032"
51073,VA,Gloucester County,"3,449"
51075,VA,Goochland County,"1,393"
51077,VA,Grayson County,"2,593"
51079,VA,Greene County,"1,618"
51081,VA,Greensville County,"2,119"
51083,VA,Halifax County,"6,380"
51085,VA,Hanover County,"5,900"
51087,VA,Henrico County,"29,583"
51089,VA,Henry County,"9,333"
51091,VA,Highland County,293
51093,VA,Isle of Wight County,"3,430"
51095,VA,James City County,"4,739"
51097,VA,King and Queen County,960
51099,VA,King George County,"1,728"
51101,VA,King William County,"1,248"
51103,VA,Lancaster County,"1,514"
51105,VA,Lee County,"6,727"
51107,VA,Loudoun County,"13,511"
51109,VA,Louisa County,"4,261"
51111,VA,Lunenburg County,"2,231"
51113,VA,Madison County,"1,444"
51115,VA,Mathews County,880
51117,VA,Mecklenburg County,"4,759"
51119,VA,Middlesex County,"1,469"
51121,VA,Montgomery County,"18,030"
51125,VA,Nelson County,"1,865"
51127,VA,New Kent County,"1,202"
51131,VA,Northampton County,"2,418"
51133,VA,Northumberland County,"1,632"
51135,VA,Nottoway County,"3,042"
51137,VA,Orange County,"3,212"
51139,VA,Page County,"3,833"
51141,VA,Patrick County,"3,151"
51143,VA,Pittsylvania County,"8,211"
51145,VA,Powhatan County,"1,779"
51147,VA,Prince Edward County,"4,274"
51149,VA,Prince George County,"3,176"
51153,VA,Prince William County,"33,308"
51155,VA,Pulaski County,"4,758"
51157,VA,Rappahannock County,729
51159,VA,Richmond County,"1,399"
51161,VA,Roanoke County,"6,774"
51163,VA,Rockbridge County,"2,735"
51165,VA,Rockingham County,"7,575"
51167,VA,Russell County,"4,584"
51169,VA,Scott County,"4,103"
51171,VA,Shenandoah County,"4,592"
51173,VA,Smyth County,"5,485"
51175,VA,Southampton County,"2,544"
51177,VA,Spotsylvania County,"9,648"
51179,VA,Stafford County,"7,935"
51181,VA,Surry County,876
51183,VA,Sussex County,"2,070"
51185,VA,Tazewell County,"7,281"
51187,VA,Warren County,"3,922"
51191,VA,Washington County,"7,744"
51193,VA,Westmoreland County,"2,581"
51195,VA,Wise County,"8,525"
51197,VA,Wythe County,"4,135"
51199,VA,York County,"3,417"
51510,VA,Alexandria city,"16,096"
51520,VA,Bristol city,"3,953"
51530,VA,Buena Vista city,975
51540,VA,Charlottesville city,"10,235"
51550,VA,Chesapeake city,"20,071"
51570,VA,Colonial Heights city,"1,819"
51580,VA,Covington city,862
51590,VA,Danville city,"9,003"
51595,VA,Emporia city,"1,172"
51600,VA,Fairfax city,"1,611"
51610,VA,Falls Church city,509
51620,VA,Franklin city,"1,491"
51630,VA,Fredericksburg city,"3,755"
51640,VA,Galax city,"1,327"
51650,VA,Hampton city,"21,458"
51660,VA,Harrisonburg city,"12,919"
51670,VA,Hopewell city,"4,630"
51678,VA,Lexington city,965
51680,VA,Lynchburg city,"12,336"
51683,VA,Manassas city,"3,980"
51685,VA,Manassas Park city,"1,231"
51690,VA,Martinsville city,"3,035"
51700,VA,Newport News city,"25,395"
51710,VA,Norfolk city,"45,219"
51720,VA,Norton city,875
51730,VA,Petersburg city,"7,884"
51735,VA,Poquoson city,650
51740,VA,Portsmouth city,"16,775"
51750,VA,Radford city,"3,931"
51760,VA,Richmond city,"55,062"
51770,VA,Roanoke city,"21,886"
51775,VA,Salem city,"2,160"
51790,VA,Staunton city,"2,990"
51800,VA,Suffolk city,"10,303"
51810,VA,Virginia Beach city,"36,494"
51820,VA,Waynesboro city,"3,167"
51830,VA,Williamsburg city,"2,275"
51840,VA,Winchester city,"3,966"
53000,WA,Washington,"808,582"
53001,WA,Adams County,"3,710"
53003,WA,Asotin County,"3,225"
53005,WA,Benton County,"20,153"
53007,WA,Chelan County,"8,665"
53009,WA,Clallam County,"11,110"
53011,WA,Clark County,"41,909"
53013,WA,Columbia County,543
53015,WA,Cowlitz County,"16,863"
53017,WA,Douglas County,"5,260"
53019,WA,Ferry County,"1,602"
53021,WA,Franklin County,"12,972"
53023,WA,Garfield County,308
53025,WA,Grant County,"14,842"
53027,WA,Grays Harbor County,"10,437"
53029,WA,Island County,"7,577"
53031,WA,Jefferson County,"3,679"
53033,WA,King County,"196,841"
53035,WA,Kitsap County,"25,729"
53037,WA,Kittitas County,"7,724"
53039,WA,Klickitat County,"3,269"
53041,WA,Lewis County,"11,155"
53043,WA,Lincoln County,"1,279"
53045,WA,Mason County,"8,830"
53047,WA,Okanogan County,"8,082"
53049,WA,Pacific County,"3,578"
53051,WA,Pend Oreille County,"2,103"
53053,WA,Pierce County,"102,303"
53055,WA,San Juan County,"1,599"
53057,WA,Skagit County,"13,787"
53059,WA,Skamania County,"1,543"
53061,WA,Snohomish County,"62,396"
53063,WA,Spokane County,"64,514"
53065,WA,Stevens County,"6,284"
53067,WA,Thurston County,"28,354"
53069,WA,Wahkiakum County,523
53071,WA,Walla Walla County,"7,906"
53073,WA,Whatcom County,"32,082"
53075,WA,Whitman County,"11,027"
53077,WA,Yakima County,"44,819"
54000,WV,West Virginia,"318,368"
54001,WV,Barbour County,"3,514"
54003,WV,Berkeley County,"14,461"
54005,WV,Boone County,"5,466"
54007,WV,Braxton County,"2,998"
54009,WV,Brooke County,"2,955"
54011,WV,Cabell County,"20,129"
54013,WV,Calhoun County,"1,586"
54015,WV,Clay County,"2,541"
54017,WV,Doddridge County,"1,460"
54019,WV,Fayette County,"8,365"
54021,WV,Gilmer County,"1,706"
54023,WV,Grant County,"1,737"
54025,WV,Greenbrier County,"5,520"
54027,WV,Hampshire County,"3,585"
54029,WV,Hancock County,"3,876"
54031,WV,Hardy County,"2,096"
54033,WV,Harrison County,"9,851"
54035,WV,Jackson County,"4,546"
54037,WV,Jefferson County,"5,563"
54039,WV,Kanawha County,"30,852"
54041,WV,Lewis County,"2,939"
54043,WV,Lincoln County,"5,101"
54045,WV,Logan County,"8,075"
54047,WV,McDowell County,"6,882"
54049,WV,Marion County,"9,690"
54051,WV,Marshall County,"5,445"
54053,WV,Mason County,"4,671"
54055,WV,Mercer County,"11,978"
54057,WV,Mineral County,"4,156"
54059,WV,Mingo County,"6,902"
54061,WV,Monongalia County,"18,202"
54063,WV,Monroe County,"2,295"
54065,WV,Morgan County,"2,079"
54067,WV,Nicholas County,"5,359"
54069,WV,Ohio County,"6,361"
54071,WV,Pendleton County,"1,126"
54073,WV,Pleasants County,987
54075,WV,Pocahontas County,"1,495"
54077,WV,Preston County,"5,455"
54079,WV,Putnam County,"6,090"
54081,WV,Raleigh County,"12,684"
54083,WV,Randolph County,"4,974"
54085,WV,Ritchie County,"1,764"
54087,WV,Roane County,"3,100"
54089,WV,Summers County,"2,921"
54091,WV,Taylor County,"2,678"
54093,WV,Tucker County,"1,067"
54095,WV,Tyler County,"1,431"
54097,WV,Upshur County,"4,705"
54099,WV,Wayne County,"8,651"
54101,WV,Webster County,"2,564"
54103,WV,Wetzel County,"3,023"
54105,WV,Wirt County,"1,049"
54107,WV,Wood County,"14,510"
54109,WV,Wyoming County,"5,155"
55000,WI,Wisconsin,"661,465"
55001,WI,Adams County,"2,624"
55003,WI,Ashland County,"2,179"
55005,WI,Barron County,"5,041"
55007,WI,Bayfield County,"1,821"
55009,WI,Brown County,"24,903"
55011,WI,Buffalo County,"1,369"
55013,WI,Burnett County,"2,068"
55015,WI,Calumet County,"2,462"
55017,WI,Chippewa County,"7,042"
55019,WI,Clark County,"4,676"
55021,WI,Columbia County,"4,561"
55023,WI,Crawford County,"2,212"
55025,WI,Dane County,"56,594"
55027,WI,Dodge County,"8,012"
55029,WI,Door County,"2,250"
55031,WI,Douglas County,"5,733"
55033,WI,Dunn County,"5,164"
55035,WI,Eau Claire County,"12,783"
55037,WI,Florence County,540
55039,WI,Fond du Lac County,"7,631"
55041,WI,Forest County,"1,409"
55043,WI,Grant County,"7,919"
55045,WI,Green County,"3,002"
55047,WI,Green Lake County,"2,153"
55049,WI,Iowa County,"2,063"
55051,WI,Iron County,809
55053,WI,Jackson County,"2,132"
55055,WI,Jefferson County,"7,618"
55057,WI,Juneau County,"3,561"
55059,WI,Kenosha County,"21,222"
55061,WI,Kewaunee County,"1,526"
55063,WI,La Crosse County,"14,977"
55065,WI,Lafayette County,"1,937"
55067,WI,Langlade County,"2,681"
55069,WI,Lincoln County,"2,712"
55071,WI,Manitowoc County,"7,229"
55073,WI,Marathon County,"13,941"
55075,WI,Marinette County,"4,916"
55077,WI,Marquette County,"1,781"
55078,WI,Menominee County,"1,214"
55079,WI,Milwaukee County,"183,511"
55081,WI,Monroe County,"5,384"
55083,WI,Oconto County,"3,364"
55085,WI,Oneida County,"3,352"
55087,WI,Outagamie County,"14,548"
55089,WI,Ozaukee County,"4,626"
55091,WI,Pepin County,823
55093,WI,Pierce County,"3,153"
55095,WI,Polk County,"4,233"
55097,WI,Portage County,"7,684"
55099,WI,Price County,"1,482"
55101,WI,Racine County,"25,798"
55103,WI,Richland County,"2,296"
55105,WI,Rock County,"20,393"
55107,WI,Rusk County,"1,920"
55109,WI,St. Croix County,"4,917"
55111,WI,Sauk County,"6,381"
55113,WI,Sawyer County,"2,434"
55115,WI,Shawano County,"4,794"
55117,WI,Sheboygan County,"7,934"
55119,WI,Taylor County,"2,376"
55121,WI,Trempealeau County,"2,391"
55123,WI,Vernon County,"5,019"
55125,WI,Vilas County,"2,676"
55127,WI,Walworth County,"11,191"
55129,WI,Washburn County,"1,953"
55131,WI,Washington County,"7,496"
55133,WI,Waukesha County,"20,315"
55135,WI,Waupaca County,"5,318"
55137,WI,Waushara County,"3,263"
55139,WI,Winnebago County,"18,883"
55141,WI,Wood County,"7,088"
56000,WY,Wyoming,"62,416"
56001,WY,Albany County,"6,229"
56003,WY,Big Horn County,"1,342"
56005,WY,Campbell County,"4,067"
56007,WY,Carbon County,"1,787"
56009,WY,Converse County,"1,272"
56011,WY,Crook County,613
56013,WY,Fremont County,"6,616"
